detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,0,0.0,0.0014,0.0,0.0,-1,0,39,28728,20
"ZScore(w=20, thr=3.0)",rate_shift,20,1,0.1,0.0563,0.0009,0.0018,0,2,2260,37861,18
"MAD(w=20, thr=3.5)",rate_shift,20,1,0.55,0.1862,0.0015,0.0029,0,11,7469,32652,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,1,1.0,0.2289,0.0022,0.0043,0,20,9185,30936,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,1,1.0,0.1438,0.0035,0.0069,0,20,5768,34353,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,1,1.0,0.1949,0.0026,0.0051,0,20,7820,32301,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,1,0.0,0.0019,0.0,0.0,-1,0,78,40043,20
"ZScore(w=20, thr=3.0)",rate_shift,20,2,0.1,0.0483,0.001,0.002,0,2,1947,38330,18
"MAD(w=20, thr=3.5)",rate_shift,20,2,0.45,0.1423,0.0016,0.0031,0,9,5733,34544,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,2,1.0,0.1691,0.0029,0.0058,0,20,6810,33467,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,2,1.0,0.0649,0.0076,0.0151,0,20,2615,37662,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,2,0.65,0.0998,0.0032,0.0064,0,13,4021,36256,7
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,2,0.65,0.0052,0.0588,0.1079,-1,13,208,40069,7
"ZScore(w=20, thr=3.0)",rate_shift,20,3,0.1,0.0629,0.0008,0.0016,0,2,2532,37731,18
"MAD(w=20, thr=3.5)",rate_shift,20,3,0.5,0.2044,0.0012,0.0024,0,10,8230,32033,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,3,0.95,0.3723,0.0013,0.0025,1,19,14991,25272,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,3,1.0,0.1968,0.0025,0.005,0,20,7924,32339,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,3,0.2,0.2583,0.0004,0.0008,4,4,10399,29864,16
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,3,0.0,0.0002,0.0,0.0,-1,0,7,40256,20
"ZScore(w=20, thr=3.0)",rate_shift,20,4,0.05,0.0454,0.0005,0.0011,0,1,1827,38451,19
"MAD(w=20, thr=3.5)",rate_shift,20,4,0.5,0.1739,0.0014,0.0028,0,10,7006,33272,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,4,1.0,0.1967,0.0025,0.005,0,20,7921,32357,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,4,1.0,0.067,0.0074,0.0146,0,20,2700,37578,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,4,0.5,0.0985,0.0025,0.005,1,10,3969,36309,10
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,4,0.7,0.3808,0.0009,0.0018,-1,14,15337,24941,6
"ZScore(w=20, thr=3.0)",rate_shift,20,5,0.0,0.0543,0.0,0.0,-1,0,2187,38090,20
"MAD(w=20, thr=3.5)",rate_shift,20,5,0.05,0.1363,0.0002,0.0004,-1,1,5491,34786,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,5,1.0,0.1373,0.0036,0.0072,0,20,5531,34746,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,5,1.0,0.0434,0.0113,0.0224,0,20,1749,38528,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,5,0.45,0.1009,0.0022,0.0044,1,9,4063,36214,11
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,5,1.0,0.1071,0.0046,0.0092,0,20,4314,35963,0
"ZScore(w=20, thr=3.0)",rate_shift,20,6,0.15,0.0496,0.002,0.004,0,3,1469,28137,17
"MAD(w=20, thr=3.5)",rate_shift,20,6,0.35,0.1778,0.0013,0.0026,0,7,5263,24343,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,6,0.0,0.0328,0.0,0.0,-1,0,972,28634,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,6,0.0,0.034,0.0,0.0,-1,0,1007,28599,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,6,0.1,0.0833,0.0008,0.0016,-1,2,2467,27139,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,6,0.65,0.6627,0.0007,0.0013,0,13,19621,9985,7
"ZScore(w=20, thr=3.0)",rate_shift,20,7,0.1,0.0534,0.0009,0.0018,0,2,2149,38127,18
"MAD(w=20, thr=3.5)",rate_shift,20,7,0.5,0.185,0.0013,0.0027,0,10,7452,32824,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,7,0.0,0.1021,0.0,0.0,-1,0,4113,36163,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,7,0.0,0.0617,0.0,0.0,-1,0,2486,37790,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,7,0.05,0.0987,0.0003,0.0005,-1,1,3975,36301,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,7,0.0,0.0018,0.0,0.0,-1,0,72,40204,20
"ZScore(w=20, thr=3.0)",rate_shift,20,8,0.05,0.06,0.0004,0.0008,0,1,2415,37828,19
"MAD(w=20, thr=3.5)",rate_shift,20,8,0.5,0.1692,0.0015,0.0029,0,10,6808,33435,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,8,1.0,0.4108,0.0012,0.0024,0,20,16530,23713,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,8,1.0,0.2441,0.002,0.0041,0,20,9825,30418,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,8,1.0,0.3509,0.0014,0.0028,0,20,14123,26120,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,8,0.4,0.0034,0.0559,0.0982,-1,8,135,40108,12
"ZScore(w=20, thr=3.0)",rate_shift,20,9,0.15,0.0534,0.0014,0.0028,0,3,2149,38116,17
"MAD(w=20, thr=3.5)",rate_shift,20,9,0.4,0.1697,0.0012,0.0023,0,8,6834,33431,12
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,9,0.3,0.0593,0.0025,0.005,-1,6,2388,37877,14
"CUSUM(k=0.5, h=3.5)",rate_shift,20,9,0.15,0.0454,0.0016,0.0032,-1,3,1827,38438,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,9,0.15,0.0874,0.0009,0.0017,2,3,3519,36746,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,9,0.05,0.4711,0.0001,0.0001,0,1,18969,21296,19
"ZScore(w=20, thr=3.0)",rate_shift,20,10,0.05,0.0481,0.0005,0.001,-1,1,1937,38296,19
"MAD(w=20, thr=3.5)",rate_shift,20,10,0.35,0.1265,0.0014,0.0027,0,7,5090,35143,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,10,1.0,0.4054,0.0012,0.0024,0,20,16311,23922,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,10,0.95,0.1618,0.0029,0.0058,0,19,6511,33722,1
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,10,0.35,0.1398,0.0012,0.0025,2,7,5626,34607,13
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,10,0.0,0.0,0.0,0.0,-1,0,0,40233,20
"ZScore(w=20, thr=3.0)",rate_shift,20,11,0.0,0.0534,0.0,0.0,-1,0,2151,38114,20
"MAD(w=20, thr=3.5)",rate_shift,20,11,0.45,0.1698,0.0013,0.0026,0,9,6837,33428,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,11,0.0,0.0592,0.0,0.0,-1,0,2384,37881,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,11,0.1,0.0453,0.0011,0.0022,-1,2,1826,38439,18
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,11,0.1,0.0873,0.0006,0.0011,-1,2,3515,36750,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,11,0.0,0.4707,0.0,0.0,-1,0,18952,21313,20
"ZScore(w=20, thr=3.0)",rate_shift,20,12,0.1,0.06,0.0013,0.0025,0,2,1588,24882,18
"MAD(w=20, thr=3.5)",rate_shift,20,12,0.6,0.1974,0.0023,0.0046,0,12,5225,21245,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,12,0.0,0.0079,0.0,0.0,-1,0,209,26261,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,12,0.0,0.0062,0.0,0.0,-1,0,164,26306,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,12,0.1,0.0817,0.0009,0.0018,3,2,2163,24307,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,12,0.0,0.0215,0.0,0.0,-1,0,569,25901,20
"ZScore(w=20, thr=3.0)",rate_shift,20,13,0.05,0.0483,0.0005,0.001,-1,1,1946,38331,19
"MAD(w=20, thr=3.5)",rate_shift,20,13,0.3,0.1424,0.001,0.0021,0,6,5735,34542,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,13,0.75,0.1696,0.0022,0.0044,-1,15,6831,33446,5
"CUSUM(k=0.5, h=3.5)",rate_shift,20,13,0.3,0.0651,0.0023,0.0045,2,6,2622,37655,14
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,13,0.15,0.0997,0.0007,0.0015,3,3,4014,36263,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,13,0.0,0.0048,0.0,0.0,-1,0,195,40082,20
"ZScore(w=20, thr=3.0)",rate_shift,20,14,0.05,0.0449,0.0006,0.0011,0,1,1808,38469,19
"MAD(w=20, thr=3.5)",rate_shift,20,14,0.2,0.122,0.0008,0.0016,0,4,4915,35362,16
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,14,0.95,0.0477,0.0098,0.0194,1,19,1923,38354,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,14,0.5,0.0338,0.0073,0.0144,0,10,1362,38915,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,14,0.3,0.0863,0.0017,0.0034,0,6,3476,36801,14
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,14,0.1,0.3577,0.0001,0.0003,-1,2,14407,25870,18
"ZScore(w=20, thr=3.0)",rate_shift,20,15,0.05,0.0449,0.0006,0.0011,0,1,1807,38470,19
"MAD(w=20, thr=3.5)",rate_shift,20,15,0.1,0.1222,0.0004,0.0008,0,2,4921,35356,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,15,0.0,0.0475,0.0,0.0,-1,0,1915,38362,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,15,0.0,0.0338,0.0,0.0,-1,0,1361,38916,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,15,0.1,0.0863,0.0006,0.0011,2,2,3477,36800,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,15,0.0,0.3568,0.0,0.0,-1,0,14369,25908,20
"ZScore(w=20, thr=3.0)",rate_shift,20,16,0.05,0.0355,0.0007,0.0014,1,1,1428,38850,19
"MAD(w=20, thr=3.5)",rate_shift,20,16,0.15,0.0721,0.001,0.0021,0,3,2903,37375,17
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,16,0.95,0.4649,0.001,0.002,1,19,18725,21553,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,16,0.6,0.2181,0.0014,0.0027,1,12,8785,31493,8
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,16,0.25,0.1454,0.0009,0.0017,2,5,5857,34421,15
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,16,0.0,0.0,0.0,0.0,-1,0,0,40278,20
"ZScore(w=20, thr=3.0)",rate_shift,20,17,0.2,0.0397,0.0025,0.0049,1,4,1596,38606,16
"MAD(w=20, thr=3.5)",rate_shift,20,17,0.3,0.0772,0.0019,0.0038,1,6,3104,37098,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,17,0.0,0.0142,0.0,0.0,-1,0,572,39630,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,17,0.05,0.0205,0.0012,0.0024,-1,1,825,39377,19
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,17,0.1,0.0826,0.0006,0.0012,-1,2,3322,36880,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,17,0.35,0.6832,0.0003,0.0005,0,7,27464,12738,13
"ZScore(w=20, thr=3.0)",rate_shift,20,18,0.1,0.0548,0.0009,0.0018,0,2,2202,37986,18
"MAD(w=20, thr=3.5)",rate_shift,20,18,0.4,0.1912,0.001,0.0021,0,8,7685,32503,12
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,18,0.0,0.0321,0.0,0.0,-1,0,1291,38897,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,18,0.15,0.0175,0.0043,0.0083,4,3,702,39486,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,18,0.15,0.0833,0.0009,0.0018,2,3,3349,36839,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,18,0.45,0.6702,0.0003,0.0007,0,9,26936,13252,11
"ZScore(w=20, thr=3.0)",rate_shift,20,19,0.05,0.0545,0.0005,0.001,0,1,1910,33131,19
"MAD(w=20, thr=3.5)",rate_shift,20,19,0.45,0.2141,0.0012,0.0024,0,9,7501,27540,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,19,1.0,0.4345,0.0013,0.0026,0,20,15225,19816,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,19,1.0,0.1181,0.0048,0.0096,0,20,4138,30903,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,19,1.0,0.1552,0.0037,0.0073,0,20,5438,29603,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,19,0.85,0.0217,0.0219,0.0427,3,17,759,34282,3
"ZScore(w=20, thr=3.0)",rate_shift,20,20,0.05,0.0484,0.0005,0.001,0,1,1948,38329,19
"MAD(w=20, thr=3.5)",rate_shift,20,20,0.15,0.1425,0.0005,0.001,0,3,5738,34539,17
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,20,0.95,0.1696,0.0028,0.0055,1,19,6831,33446,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,20,0.4,0.0651,0.003,0.006,0,8,2622,37655,12
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,20,0.2,0.0997,0.001,0.002,1,4,4017,36260,16
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,20,0.0,0.0048,0.0,0.0,-1,0,195,40082,20
"ZScore(w=20, thr=3.0)",rate_shift,20,21,0.0,0.0534,0.0,0.0,-1,0,2148,38096,20
"MAD(w=20, thr=3.5)",rate_shift,20,21,0.45,0.1551,0.0014,0.0029,0,9,6240,34004,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,21,0.35,0.2019,0.0009,0.0017,-1,7,8125,32119,13
"CUSUM(k=0.5, h=3.5)",rate_shift,20,21,0.15,0.0722,0.001,0.002,-1,3,2906,37338,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,21,0.1,0.1067,0.0005,0.0009,-1,2,4295,35949,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,21,0.0,0.0078,0.0,0.0,-1,0,315,39929,20
"ZScore(w=20, thr=3.0)",rate_shift,20,22,0.05,0.0457,0.0005,0.0011,-1,1,1839,38439,19
"MAD(w=20, thr=3.5)",rate_shift,20,22,0.3,0.1877,0.0008,0.0016,0,6,7561,32717,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,22,0.0,0.0028,0.0,0.0,-1,0,113,40165,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,22,0.0,0.0017,0.0,0.0,-1,0,68,40210,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,22,0.05,0.0813,0.0003,0.0006,-1,1,3275,37003,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,22,0.0,0.2946,0.0,0.0,-1,0,11867,28411,20
"ZScore(w=20, thr=3.0)",rate_shift,20,23,0.05,0.0501,0.0005,0.001,0,1,2019,38259,19
"MAD(w=20, thr=3.5)",rate_shift,20,23,0.55,0.1866,0.0015,0.0029,0,11,7514,32764,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,23,0.45,0.0213,0.0104,0.0203,-1,9,856,39422,11
"CUSUM(k=0.5, h=3.5)",rate_shift,20,23,0.2,0.016,0.0062,0.0119,4,4,646,39632,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,23,0.15,0.0824,0.0009,0.0018,1,3,3319,36959,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,23,0.1,0.6065,0.0001,0.0002,0,2,24428,15850,18
"ZScore(w=20, thr=3.0)",rate_shift,20,24,0.1,0.0501,0.001,0.002,-1,2,2016,38262,18
"MAD(w=20, thr=3.5)",rate_shift,20,24,0.5,0.1866,0.0013,0.0027,0,10,7516,32762,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,24,0.05,0.0213,0.0012,0.0023,-1,1,856,39422,19
"CUSUM(k=0.5, h=3.5)",rate_shift,20,24,0.15,0.016,0.0046,0.009,-1,3,646,39632,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,24,0.15,0.0824,0.0009,0.0018,4,3,3320,36958,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,24,0.15,0.6064,0.0001,0.0002,0,3,24423,15855,17
"ZScore(w=20, thr=3.0)",rate_shift,20,25,0.0,0.0537,0.0,0.0,-1,0,2154,37931,20
"MAD(w=20, thr=3.5)",rate_shift,20,25,0.0,0.1294,0.0,0.0,-1,0,5189,34896,20
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,25,0.0,0.166,0.0,0.0,-1,0,6653,33432,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,25,0.0,0.085,0.0,0.0,-1,0,3408,36677,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,25,0.05,0.1174,0.0002,0.0004,-1,1,4707,35378,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,25,0.0,0.007,0.0,0.0,-1,0,279,39806,20
"ZScore(w=20, thr=3.0)",rate_shift,20,26,0.05,0.0439,0.0006,0.0011,0,1,1767,38511,19
"MAD(w=20, thr=3.5)",rate_shift,20,26,0.25,0.106,0.0012,0.0023,0,5,4269,36009,15
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,26,1.0,0.4517,0.0011,0.0022,0,20,18192,22086,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,26,1.0,0.1806,0.0027,0.0055,0,20,7274,33004,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,26,0.5,0.1493,0.0017,0.0033,0,10,6014,34264,10
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,26,0.7,0.1778,0.002,0.0039,-1,14,7160,33118,6
"ZScore(w=20, thr=3.0)",rate_shift,20,27,0.1,0.0542,0.0009,0.0018,1,2,2184,38093,18
"MAD(w=20, thr=3.5)",rate_shift,20,27,0.45,0.1363,0.0016,0.0033,0,9,5488,34789,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,27,1.0,0.1372,0.0036,0.0072,0,20,5524,34753,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,27,1.0,0.0434,0.0113,0.0224,0,20,1748,38529,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,27,0.4,0.1009,0.002,0.0039,0,8,4065,36212,12
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,27,0.8,0.1071,0.0037,0.0074,4,16,4312,35965,4
"ZScore(w=20, thr=3.0)",rate_shift,20,28,0.05,0.0533,0.0005,0.0009,-1,1,2146,38098,19
"MAD(w=20, thr=3.5)",rate_shift,20,28,0.45,0.1551,0.0014,0.0029,0,9,6241,34003,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,28,0.85,0.2019,0.0021,0.0042,3,17,8127,32117,3
"CUSUM(k=0.5, h=3.5)",rate_shift,20,28,0.35,0.0722,0.0024,0.0048,2,7,2906,37338,13
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,28,0.15,0.1067,0.0007,0.0014,4,3,4294,35950,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,28,0.0,0.0078,0.0,0.0,-1,0,315,39929,20
"ZScore(w=20, thr=3.0)",rate_shift,20,29,0.1,0.0558,0.0009,0.0018,0,2,2243,37984,18
"MAD(w=20, thr=3.5)",rate_shift,20,29,0.45,0.1697,0.0013,0.0026,0,9,6827,33400,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,29,0.95,0.1413,0.0033,0.0066,1,19,5685,34542,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,29,1.0,0.0642,0.0077,0.0152,0,20,2584,37643,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,29,0.3,0.0982,0.0015,0.003,2,6,3950,36277,14
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,29,0.5,0.5075,0.0005,0.001,-1,10,20416,19811,10
"ZScore(w=20, thr=3.0)",gradual_drift,20,0,0.05,0.0473,0.0005,0.001,-1,1,1906,38369,19
"MAD(w=20, thr=3.5)",gradual_drift,20,0,0.0,0.1066,0.0,0.0,-1,0,4294,35981,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,0,0.05,0.3999,0.0001,0.0001,-1,1,16105,24170,19
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,0,0.1,0.2031,0.0002,0.0005,-1,2,8178,32097,18
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,0,0.15,0.1728,0.0004,0.0009,0,3,6958,33317,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,0,0.0,0.0338,0.0,0.0,-1,0,1363,38912,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,1,0.0,0.0188,0.0,0.0,-1,0,754,39449,20
"MAD(w=20, thr=3.5)",gradual_drift,20,1,0.0,0.0237,0.0,0.0,-1,0,953,39250,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,1,0.05,0.3173,0.0001,0.0002,0,1,12758,27445,19
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,1,0.0,0.1484,0.0,0.0,-1,0,5968,34235,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,1,0.1,0.1257,0.0004,0.0008,1,2,5052,35151,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,1,0.0,0.061,0.0,0.0,-1,0,2451,37752,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,2,0.1,0.0511,0.001,0.0019,-1,2,2057,38215,18
"MAD(w=20, thr=3.5)",gradual_drift,20,2,0.15,0.1185,0.0006,0.0013,1,3,4772,35500,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,2,1.0,0.8281,0.0006,0.0012,0,20,33351,6921,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,2,1.0,0.6176,0.0008,0.0016,0,20,24873,15399,0
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,2,0.95,0.4481,0.0011,0.0021,1,19,18047,22225,1
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,2,0.15,0.0081,0.0091,0.0172,-1,3,325,39947,17
"ZScore(w=20, thr=3.0)",gradual_drift,20,3,0.05,0.0305,0.0008,0.0016,-1,1,1203,38199,19
"MAD(w=20, thr=3.5)",gradual_drift,20,3,0.15,0.0658,0.0012,0.0023,-1,3,2591,36811,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,3,0.05,0.0,1.0,0.0952,-1,1,0,39402,19
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,3,0.1,0.0299,0.0017,0.0033,-1,2,1177,38225,18
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,3,0.15,0.0808,0.0009,0.0019,0,3,3185,36217,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,3,0.05,0.5751,0.0,0.0001,-1,1,22661,16741,19
"ZScore(w=20, thr=3.0)",gradual_drift,20,4,0.0,0.0608,0.0,0.0,-1,0,2446,37777,20
"MAD(w=20, thr=3.5)",gradual_drift,20,4,0.5,0.1972,0.0013,0.0025,0,10,7933,32290,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,4,1.0,0.1845,0.0027,0.0054,0,20,7423,32800,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,4,0.95,0.0671,0.007,0.0139,1,19,2700,37523,1
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,4,0.9,0.1388,0.0032,0.0064,1,18,5583,34640,2
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,4,1.0,0.0823,0.006,0.0119,0,20,3309,36914,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,5,0.0,0.0563,0.0,0.0,-1,0,2258,37863,20
"MAD(w=20, thr=3.5)",gradual_drift,20,5,0.35,0.1858,0.0009,0.0019,0,7,7455,32666,13
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,5,0.0,0.2287,0.0,0.0,-1,0,9174,30947,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,5,0.0,0.1438,0.0,0.0,-1,0,5768,34353,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,5,0.1,0.1946,0.0003,0.0005,4,2,7808,32313,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,5,0.0,0.0019,0.0,0.0,-1,0,78,40043,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,6,0.05,0.0397,0.0006,0.0012,-1,1,1597,38605,19
"MAD(w=20, thr=3.5)",gradual_drift,20,6,0.2,0.0772,0.0013,0.0026,-1,4,3105,37097,16
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,6,0.0,0.0142,0.0,0.0,-1,0,572,39630,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,6,0.0,0.0205,0.0,0.0,-1,0,825,39377,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,6,0.1,0.0826,0.0006,0.0012,0,2,3321,36881,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,6,1.0,0.6828,0.0007,0.0015,0,20,27450,12752,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,7,0.0,0.0608,0.0,0.0,-1,0,2445,37778,20
"MAD(w=20, thr=3.5)",gradual_drift,20,7,0.25,0.1971,0.0006,0.0013,0,5,7929,32294,15
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,7,1.0,0.1844,0.0027,0.0054,0,20,7417,32806,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,7,1.0,0.0671,0.0074,0.0146,0,20,2699,37524,0
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,7,1.0,0.1391,0.0036,0.0071,0,20,5595,34628,0
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,7,1.0,0.0818,0.006,0.012,0,20,3291,36932,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,8,0.0,0.0537,0.0,0.0,-1,0,2153,37932,20
"MAD(w=20, thr=3.5)",gradual_drift,20,8,0.55,0.1292,0.0021,0.0042,0,11,5180,34905,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,8,0.0,0.166,0.0,0.0,-1,0,6653,33432,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,8,0.0,0.085,0.0,0.0,-1,0,3408,36677,20
