detector,window,anomaly_type,pr_auc,vus_pr,f1,precision,recall,mcc,pa_f1,nab,nab_low_fp,detected_frac,latency,fp_per_1k
heavy_baseline,10,periodicity,0.1281808364867514,0.15326656905987895,0.23661181719062427,0.14073584093890384,0.7653333333333333,0.06744041058802899,0.8717595653462056,-1919.9524589440996,-3939.5524589440997,1.0,0.0,586.0
heavy_baseline,10,transient,0.6014796794460191,0.2173271373193021,0.6798703440808703,0.8411260961260961,0.6143650793650793,0.6993598799024691,0.389453669723031,73.32576784690092,71.67576784690092,0.775,0.0,2.0277777777777777
heavy_baseline,10,real,0.099691476311551,0.10650253238514988,0.18592349380935722,0.10344492784554052,0.9409985077312005,0.023268461425528377,0.8551244950172153,-15082.410726122604,-30264.4863213607,1.0,0.14285714285714285,824.6494736878909
heavy_baseline,20,spike,0.5702528218183082,0.1740362754608576,0.627676336870614,0.7682429384857965,0.6666666666666666,0.6550299316204501,0.4019799239612127,15.033074094285508,-37.06414812793672,0.6833333333333333,0.027777777777777776,50.916666666666664
heavy_baseline,20,drift,0.5615292511794386,0.5711555071333921,0.6872990827793135,0.5638057402632758,0.9967735034442142,0.14213805781901978,0.9819698521813112,-2805.984642546214,-5711.634642546214,1.0,0.0,421.5833333333333
heavy_baseline,20,periodicity,0.10802907217049273,0.14194534917904994,0.2260769155210375,0.12767638040187718,0.9866666666666667,0.04449636694379671,0.8907940421677653,-2759.234642546214,-5618.134642546214,1.0,0.0,833.0
heavy_baseline,20,transient,0.695204483434163,0.24316345322252256,0.7196115757880465,0.8534221466364323,0.6762301587301587,0.7379816339332876,0.3847241366265052,74.24926736858531,71.68260070191863,0.7958333333333333,0.0875,3.194444444444444
heavy_baseline,20,real,0.10677272626972505,0.1126216413879009,0.1902204379058712,0.11411773750561285,0.8179728982614325,0.03342989430914975,0.8629838354330275,-9855.631325504382,-19810.827754075814,1.0,0.9583333333333333,698.9008115995755
heavy_baseline,30,spike,0.6436042417274606,0.19087807976934254,0.6963520031342613,0.789685955712832,0.7166666666666667,0.7171367921243912,0.41186520363463036,52.873784067788456,34.69322851223289,0.7166666666666667,0.0,17.916666666666668
heavy_baseline,30,drift,0.5591052901256905,0.5682768964262972,0.6902514916582067,0.5679567178799668,0.9884815572357033,0.17626348581702284,0.9777858149521345,-2755.8453817429036,-5611.353715076237,1.0,0.0,406.88888888888886
heavy_baseline,30,periodicity,0.10589153323332894,0.13968039127018414,0.22729321537557573,0.12821986204647104,1.0,0.05948448213244939,0.9143234539324713,-2784.5346425462144,-5668.734642546215,1.0,0.0,840.0
heavy_baseline,30,transient,0.7711523468237835,0.2602129363471619,0.7849548772289736,0.8588645734709129,0.779047619047619,0.796326194551529,0.39125076698098393,75.52690628896345,66.81857295563012,0.8708333333333333,0.05416666666666667,11.305555555555555
heavy_baseline,30,real,0.11155294970241987,0.11700588921516449,0.19412476683531796,0.11475085843245737,0.803759392802429,0.04044553447067046,0.8667480779582394,-9428.857396492129,-18957.26037268261,1.0,1.4285714285714286,675.569660266442
